sha,author_id,date
e3139eea2f8e59ffa9566ae8e9438500f9fbdfa1,JoelMarcey,2017-07-07 17:28:29
4c93e4ac3306adfd28068dc7bea6f7a131ae0c6b,sdwilsh,2017-07-12 15:55:03
8362e8e4bf1e00febb631458b7e25c4a15bc1d3c,JoelMarcey,2017-07-12 16:16:09
d0e1eaeb38d57c89c30dcc6a1ad6a52a63c2cfe2,sdwilsh,2017-07-12 16:53:04
6ed4afef64b0825c91a6f97e6abb6528bf80eeae,sdwilsh,2017-07-12 17:22:18
94a47f9483793b8784e3afac8975bbec6868c85c,deltice,2017-07-12 17:49:47
a66f0a72fd614f37ae8223a2d08c824ac017e500,JoelMarcey,2017-07-12 17:52:58
a7258f990c06bc1e534761f31105082b662edb7f,deltice,2017-07-12 18:56:12
2256bc922ef5fc6f0db5bba492faafb5cedcd8ff,deltice,2017-07-12 19:02:51
712b558c2eaa5e8d37a506cea82de03c1a0e8d33,deltice,2017-07-12 19:05:54
0ccda03dac35611292cf33275cda4d3a37dd0bc3,deltice,2017-07-12 19:09:01
6e433f45c3049a59e206ba1423c238d58af8af22,deltice,2017-07-12 19:19:38
4fd8d5a105cc71a9c6b04ae6593de31897090de5,sdwilsh,2017-07-12 21:23:13
b150a94bc1c26e1c333ee1e1e4e672aba54ad912,deltice,2017-07-12 23:30:15
5058e765c34ea0d77564efa1e254788b05aa278a,deltice,2017-07-13 22:06:13
833d9d30a102121021e494a77744950c5ed264cc,deltice,2017-07-13 22:27:24
523d824651112ffef3344efd8c734107618955c5,deltice,2017-07-17 03:34:26
e3b052c44d644bf72f66ed8d1804ab96651d757e,deltice,2017-07-17 18:18:04
07001fafdc9cbcb089393a1d37757472c2cc19f3,deltice,2017-07-17 18:39:13
8f705fcb7e06f7e24509a3e339865ed24539684c,deltice,2017-07-17 18:54:28
68395bbe3c620f96040d0e3bfcafed97abe20b4e,deltice,2017-07-17 18:54:56
9f26e4f3053d6c56da3ec52aba5b1697ac5d1339,deltice,2017-07-17 23:19:04
ba487826a5e0975a0ac7f9fb7139a676294879d3,deltice,2017-07-17 23:19:25
610b598827b9866f5ea7b32cab81df19af56a8b0,deltice,2017-07-18 18:44:19
63c62f1d11bdc750a1a0ca6dd785a39ad5e256dc,deltice,2017-07-18 18:44:44
7fb1f147fbdde5760943069a875a6ee4786d1402,deltice,2017-07-18 19:03:42
23f160f13a36b7cd868098fab82b338a14d4dfa4,deltice,2017-07-18 19:15:40
a56c7a6755b7a7f85bbcbd43bb2f634d5af98565,deltice,2017-07-18 23:53:39
f309be78aa9b6a76241867423c6eff1e36e458ef,deltice,2017-07-21 00:02:34
35e0a83817c6a22ad5d9461aaeb58eb07b627221,deltice,2017-07-21 19:11:28
69ba05e4f1d829ca0e2cb8545c5e0a6d4e3e7e32,deltice,2017-07-24 20:21:21
5b9bb1b2b53994770a97c19c17515a34f6621c55,deltice,2017-07-24 22:41:49
f3cb4d1860268090c08db9d058b3cd845bce6d15,deltice,2017-07-25 23:34:57
582efb496c6ab4677e407cbc9de7c9c32e96a76f,JoelMarcey,2017-07-28 14:40:31
3c2b585a60f35291f8bb656552604f524081d8c8,JoelMarcey,2017-07-28 21:24:50
58452ea9639eb2c87593c445c682d24e8934afaa,deltice,2017-08-03 00:00:40
efc6c7561df7213a1584c079208ea573b72038d2,deltice,2017-08-07 17:38:26
d5008f4dcdd6989a98fc7935b254259cf782eca4,JoelMarcey,2017-08-07 18:55:34
02e9f60357cd044c0b73a610ae1d1341db03bee5,JoelMarcey,2017-08-07 19:08:14
c1bd3714427fd20e8d8b3e24d12661070467a6f5,JoelMarcey,2017-08-07 20:57:30
9e850d5485162169a00deef7a64dcd068f3a0f51,ericvicenti,2017-08-07 21:20:38
ad593f92ed1f7529818e4f6a1009606816065a2e,ericnakagawa,2017-08-07 22:18:27
4bc366f871f4a12be0a7d6f6fe384970ac099a66,ericnakagawa,2017-08-07 22:19:17
030c1001dd3a7146d1a8cab3ebd148e8243eff79,JoelMarcey,2017-08-08 16:00:59
29111623f88caf0b4375840c5220e066db8801e1,JoelMarcey,2017-08-08 16:37:40
9e8d6d2148706bcb9914bf613507bfdafeaad2c8,ericvicenti,2017-08-08 18:09:03
b8af2f010dea6e14138fe19ebb02b8187467cf52,ericvicenti,2017-08-08 18:09:10
9ddd2f5ea43488b15f9eeebb799c55a1b76f624e,deltice,2017-08-08 18:39:23
21a7fab937669af606ec72ba0232a881493e2c82,JoelMarcey,2017-08-08 18:39:25
164fa390c266a967614b425ec44114d93b449bc9,deltice,2017-08-08 18:39:43
0743515ff1d55f913797d437451356f94e2c784e,JoelMarcey,2017-08-08 18:43:41
a56812cda3556b81c27328eccac6e4a8168dda7e,JoelMarcey,2017-08-08 18:45:57
bba7edd80fd695dde16d897c14b791a5d3c98224,JoelMarcey,2017-08-08 18:47:18
27ee375d945c4b171388e9bff04528c1257b1a36,JoelMarcey,2017-08-08 18:55:40
090aa4c903f46961823e588846bfd23f69bed898,deltice,2017-08-08 20:48:24
32e8e4379947480ded642892f307587be02fc9cb,deltice,2017-08-08 20:58:41
22cadc48fc391552b1d0269d6084edb68b0d20e9,deltice,2017-08-08 21:01:43
be9ebe3cf80cc2f15971a5620a9830f1616fa89d,deltice,2017-08-08 21:13:54
f05f4b6fffd3fc3216835c9ee168f86d9e9f6647,deltice,2017-08-08 21:24:25
aba6e93c5d4b2d99e247fb68f24149bea6e07cf2,deltice,2017-08-08 22:38:25
b5d7f72b512f4397de0eb18134082bcef5f9ea6a,deltice,2017-08-09 17:41:19
e285f93c1bd987def95aff97d2e99469653f2efb,deltice,2017-08-09 21:30:01
374ca9b86c22f65e4cb4d661b24900c04dbe778f,deltice,2017-08-09 22:50:20
bab41ba595d68948f6dd48977745436317ae06d8,deltice,2017-08-10 00:10:53
5cc47ade89e95ee944a3db03564f0f71b497ae3f,deltice,2017-08-10 00:26:02
c0792044b240ae461c7972a1f7806c3ae5acd751,deltice,2017-08-10 18:34:40
56b5554799b20df8b0b28f7200bbf7754e686d32,deltice,2017-08-10 18:37:25
0fc7704a5684e0c837fdee5c07f543f10753746f,deltice,2017-08-10 19:24:51
b9d06d383fc56b137cf6caf9e25d26494f2f91f3,deltice,2017-08-10 20:46:29
db7a7394b3e63396bba71011ca3b60d059664a33,deltice,2017-08-10 20:46:58
e3f9da874e6a4e7896f49f6efe239b3e400a5563,deltice,2017-08-10 22:42:20
8a9dc08a88649b39273ad844775e4c0ebdfb6081,deltice,2017-08-10 22:42:28
b864aa8a169e9c9b25f6260ba98ccb9cfaa87e96,deltice,2017-08-10 23:34:00
098d585031af00a3d6c5d531053f880507f5bd1f,deltice,2017-08-10 23:34:54
65142ce3b85a0a5a7c1f57af6156dd4e5f9c3ba9,ericnakagawa,2017-08-09 16:40:14
e7db6f1402309a6c6ef63c45f957dad54703afcb,ericnakagawa,2017-08-09 17:29:34
19b57107344cf94123027b3f903c6af07fa27baf,ericnakagawa,2017-08-10 20:41:35
029c83b6b1818fd3111a6d214ad6338d71fea593,ericnakagawa,2017-08-10 20:43:22
daa49ef727ce727d3df1a45647bf1daf3dc0d771,deltice,2017-08-10 23:58:29
065b8938b28de17f847b0658e39a3428f2d79a5b,deltice,2017-08-11 00:00:25
c3164c6dabaa7044491dd45bb09db485bbfcf773,deltice,2017-08-11 22:24:45
2f03158fd94f3a412462bfde91b0d1ea5f866c59,deltice,2017-08-14 23:25:48
0f618eff9fb1b571bfd96df90fcaef95283c5551,deltice,2017-08-14 23:27:52
9c0a69c3e0ae2bf32b313f8a9bea71de48c3d96d,deltice,2017-08-15 17:16:13
3463ee50ee203ff734cd277ecd6206fcc9bb3fc1,deltice,2017-08-15 18:13:59
15358cad7115b9f632c2e0b1d1dd3b0c85d6b695,deltice,2017-08-15 21:13:30
fc391a05a570e4f845912e37b0e95c1087357368,deltice,2017-08-15 21:14:07
df0f95e36fd1083654c9ed5c611a93636a12deb2,deltice,2017-08-15 21:17:30
aa014b2109a2ad7ee447d650ee61acbe5d7d0f3a,ericvicenti,2017-08-16 18:52:55
