nathansobo,154,4,67,7,43,93,17,406,792,0.011363636363636364
schacon,6,18,3,8,14,18,5,3,3,7,2,7,2,4,108,0.2037037037037037
kevinsawicki,8,48,209,266,0.015037593984962405
pborreli,1,1.0
postcasio,1,1.0
skalnik,1,1.0
lee-dohm,44,11,15,8,3,38,2,67,13,58,15,13,14,31,21,12,8,2,12,23,23,20,24,9,15,15,2,7,5,4,28,9,17,4,6,4,9,47,11,2,22,7,2,4,13,16,5,36,37,21,34,77,6,4,16,3,22,15,2,3,39,4,47,38,246,10,55,2,1486,0.06527590847913863
thedaniel,330,31,3,10,3,383,0.028720626631853787
olmokramer,1,1.0
izuzak,2,2,2,22,7,7,3,30,4,17,15,8,7,6,9,40,12,2,4,4,7,4,222,0.13513513513513514
basarat,1,1.0
Projjol,1,1.0
dasilvacontin,3,1.0
mnquintana,30,60,11,19,9,8,20,5,55,62,10,34,160,30,33,118,670,0.03283582089552239
domesticmouse,1,1.0
Calinou,1,1.0
thomasjo,141,798,29,233,1202,0.004159733777038269
hmemcpy,1,1.0
chbfiv,1,1.0
maxbrunsfeld,4,730,488,5,1230,0.005691056910569106
50Wliu,367,54,6,14,2,47,36,19,19,69,92,19,20,61,6,2,23,33,39,8,5,20,48,20,22,257,1313,0.02361005331302361
magicae,1,1.0
larshp,1,1.0
makerimages,44,45,0.044444444444444446
ZehCnaS34,1,1.0
thomastuts,1,1.0
eebs,15,16,0.125
li-xinyang,1,1.0
mjomble,39,40,0.05
simurai,5,4,2,99,18,115,7,3,11,56,33,20,19,74,13,2,6,216,170,272,3,2,5,26,52,15,7,20,1287,0.03108003108003108
joefitzgerald,1,1.0
UsabilityEtc,2,5,0.8
peteruithoven,2,1.0
smith-kyle,1,1.0
stevemao,1,1.0
dcarral,5,7,0.42857142857142855
Buddybenj,1,1.0
apjanke,1,1.0
gpxl,1,1.0
gjtorikian,5,62,7,59,3,10,2,634,247,35,1070,0.014953271028037384
4d47,1,1.0
gimenete,1,1.0
raelyard,1,1.0
gsklee,2,1.0
5t111111,1,1.0
stevemoser,1,1.0
pra85,1,1.0
eldondev,1,1.0
damieng,67,23,20,12,86,22,45,71,246,596,0.02181208053691275
roebenk,1,1.0
briandk,2,1.0
rahatarmanahmed,1,1.0
forivall,1,1.0
mojavelinux,1,1.0
motobreath,1,1.0
fstiewitz,1,1.0
mzlogin,1,1.0
jeancroy,1,1.0
BinaryMuse,101,33,55,322,14,2,528,0.013257575757575758
Jonahss,2,1.0
drewdez,1,1.0
platy11,491,492,0.0040650406504065045
UziTech,245,614,861,0.004645760743321719
mortenvp,2,1.0
jmnater,1,1.0
kenhoff,2,3,0.6666666666666666
brandoncc,1,1.0
colinmorris,1,1.0
dspdesign,1,1.0
torn4dom4n,35,8,42,88,0.06818181818181818
MattFlower,41,42,0.047619047619047616
jason00111,1,1.0
mivanov,1,1.0
bastilian,5,6,0.3333333333333333
link2xt,1,1.0
jerone,1,1.0
m2mathew,1,1.0
gnowoel,7,8,0.25
AminaG,1,1.0
DSpeckhals,1,1.0
ndavidow,1,1.0
efritzley,1,1.0
kuychaco,673,56,730,0.00410958904109589
matthewwithanm,120,121,0.01652892561983471
barik,1,1.0
theredcoder,1,1.0
tallpants,2,1.0
ewirch,1,1.0
dirk-thomas,1,1.0
AndreaGriffiths11,12,13,0.15384615384615385
Ben3eeE,158,33,12,31,2,152,204,215,24,834,0.014388489208633094
Orbyt,1,1.0
bookofportals,1,1.0
as-cii,7,8,0.25
seranki,9,10,0.2
michaelstepner,1,1.0
divayprakash,1,1.0
spnautilus,1,1.0
joepie91,1,1.0
ddfreyne,1,1.0
arthurcgusmao,1,1.0
d-cosin,1,1.0
DarioArzaba,1,1.0
jasonrudolph,33,2,7,342,386,0.015544041450777202
vitopepito,1,1.0
luketeaford,1,1.0
schalkneethling,2,1.0
massivelines,1,1.0
ItsPugle,2,1.0
JosephTLyons,3,5,0.6
RobertBColton,1,1.0
lucascosti,1,1.0
ericcornelissen,4,5,0.4
him2him2,1,1.0
Ingramz,1,1.0
Arcanemagus,493,11,505,0.005940594059405941
nicksuch,1,1.0
Aerijo,185,35,223,0.02242152466367713
CvX,1,1.0
CaptainJohnyAppleSeed,1,1.0
kurman,1,1.0
craaaa,1,1.0
rsese,28,257,72,22,2,14,9,20,13,439,0.025056947608200455
daiyi,1,1.0
jneuendorf,1,1.0
theclearcoder,2,1.0
danieldeveloper001,1,1.0
Botmasher,1,1.0
ungb,1,1.0
calebmeyer,1,1.0
smashwilson,197,33,231,0.012987012987012988
kanhua,1,1.0
queerviolet,1,1.0
fedelibre,4,5,0.4
314eter,1,1.0
eyelash,1,1.0
AustinVockrodt,6,15,34,9,2,69,0.11594202898550725
vanessayuenn,2,1.0
rafeca,1,1.0
ricfri,1,1.0
