danielbuechele,55,6,5,6,7,2,3,20,3,3,3,2,7,4,11,7,4,3,4,8,4,2,3,14,5,3,15,3,3,3,3,4,20,15,4,4,3,3,3,2,4,2,3,2,4,3,4,8,8,4,20,2,7,5,5,4,4,5,3,3,3,3,2,433,0.2517321016166282
priteshrnandgaonkar,3,2,4,3,2,4,8,7,7,5,5,3,7,6,2,7,11,2,3,3,15,4,2,2,2,6,3,13,4,4,3,3,3,3,10,19,4,3,3,4,3,4,2,5,2,4,2,5,2,3,4,2,4,5,2,3,3,7,4,10,4,4,2,4,2,3,2,6,4,7,5,382,0.3403141361256545
jknoxville,11,6,2,4,2,7,4,3,4,9,6,2,4,3,2,3,6,2,3,3,5,3,6,4,6,4,2,3,4,3,3,5,5,2,5,3,2,4,2,3,2,4,7,24,3,2,4,4,2,7,4,3,2,4,4,9,8,6,8,3,6,9,3,4,9,11,4,3,3,2,2,3,383,0.3289817232375979
JoelMarcey,1,1.0
passy,3,3,7,2,3,5,2,4,4,5,5,2,2,3,4,2,5,3,2,4,4,2,2,4,3,2,2,2,2,5,2,4,3,2,7,4,7,5,4,20,2,6,3,3,2,3,6,4,4,2,3,3,4,3,3,2,5,2,4,5,2,12,3,6,11,2,3,3,2,3,373,0.4584450402144772
MichaelEvans,1,1.0
sungjk,1,1.0
JayNewstrom,1,1.0
andreiverdes,1,1.0
MaTriXy,1,1.0
rigor789,1,1.0
xiphirx,14,2,3,21,21,8,35,3,20,11,142,0.09859154929577464
Minishlink,1,1.0
DanielRuf,1,1.0
pkrmf,18,84,103,0.02912621359223301
santoshgistto,1,1.0
samwgoldman,1,1.0
amenon,1,1.0
diegosanchezr,1,1.0
dezfx,1,1.0
noahsark769,11,9,91,112,0.03571428571428571
thomsontomy,1,1.0
LeeHowes,1,1.0
Daniel9z,118,19,139,0.02877697841726619
marco-cova,4,5,0.4
fvonhoven,1,1.0
OleksiyA,1,1.0
yschimke,1,1.0
stigi,1,1.0
eveliotc,1,1.0
alickbass,251,252,0.007936507936507936
cwdick,1,1.0
Megra,1,1.0
dmueller39,1,1.0
djethani,2,3,6,2,14,0.35714285714285715
blavalla,12,79,93,0.043010752688172046
IanChilds,6,8,0.375
ZacSweers,1,1.0
JenniferWang,168,169,0.011834319526627219
NightlyNexus,1,1.0
rafeca,1,1.0
panagosg7,4,6,0.5
KrauseFx,1,1.0
mtfum,1,1.0
gkz,1,1.0
qichuan,115,116,0.017241379310344827
justintuchek,1,1.0
mzlee,1,1.0
swolchok,1,1.0
Arne517,1,1.0
dsainati1,1,1.0
riyaz,4,5,0.4
pavlospt,2,5,0.8
dmac81,1,1.0
lawrencelomax,1,1.0
mihaelao,8,22,7,7,45,0.1111111111111111
dinhviethoa,1,1.0
mitchware-cfa,1,1.0
nathanlschneider,1,1.0
muraziz,1,1.0
lijy91,16,8,25,0.12
nihaux,1,1.0
pasqualeanatriello,1,1.0
kevin0571,22,23,0.08695652173913043
alexanderdickson,1,1.0
Andrey-Mishanin,1,1.0
dabluck,1,1.0
bdotdub,6,3,10,0.3
scottrhoyt,1,1.0
kfirapps,1,1.0
coreywu,1,1.0
SidharthGuglani,10,26,37,0.08108108108108109
jballer,1,1.0
davidaurelio,3,6,0.6666666666666666
quanturium,1,1.0
sunshowers,1,1.0
kibotu,1,1.0
zertosh,1,1.0
suyimo,1,1.0
