id,date,event,creator_login
2101556829,2019-01-28 18:15:32,referenced,dhh
2101556830,2019-01-28 18:15:32,merged,dhh
2101556849,2019-01-28 18:15:33,closed,dhh
1765712216,2018-08-01 16:44:51,mentioned,dhh
1765712217,2018-08-01 16:44:51,subscribed,dhh
1445310184,2018-01-28 19:25:46,mentioned,dhh
1445310185,2018-01-28 19:25:46,subscribed,dhh
1422137338,2018-01-12 16:56:31,mentioned,dhh
1422137340,2018-01-12 16:56:31,subscribed,dhh
1421269389,2018-01-12 08:09:32,closed,dhh
1275895119,2017-10-03 12:51:54,mentioned,dhh
1275895120,2017-10-03 12:51:54,subscribed,dhh
1278726131,2017-10-04 20:18:17,mentioned,dhh
1278726133,2017-10-04 20:18:17,subscribed,dhh
1263918896,2017-09-25 15:13:37,mentioned,dhh
1263918899,2017-09-25 15:13:37,subscribed,dhh
2101556931,2019-01-28 18:15:35,referenced,dhh
2101383705,2019-01-28 17:06:42,reopened,dhh
2101514777,2019-01-28 17:58:13,mentioned,dhh
2101514779,2019-01-28 17:58:13,subscribed,dhh
2101645789,2019-01-28 18:52:12,mentioned,dhh
2101645790,2019-01-28 18:52:12,subscribed,dhh
2102130219,2019-01-28 22:27:48,mentioned,dhh
2102130220,2019-01-28 22:27:48,subscribed,dhh
2104264879,2019-01-29 17:05:42,closed,dhh
2104314908,2019-01-29 17:24:43,mentioned,dhh
2104314909,2019-01-29 17:24:43,subscribed,dhh
2109769105,2019-01-31 15:37:55,mentioned,dhh
2109769109,2019-01-31 15:37:55,subscribed,dhh
2149668059,2019-02-19 17:58:37,mentioned,dhh
2149668060,2019-02-19 17:58:37,subscribed,dhh
1232841320,2017-09-04 02:48:24,mentioned,dhh
1232841322,2017-09-04 02:48:24,subscribed,dhh
1241330465,2017-09-08 18:55:31,mentioned,dhh
1241330467,2017-09-08 18:55:31,subscribed,dhh
1244297723,2017-09-11 23:30:59,mentioned,dhh
1244297724,2017-09-11 23:30:59,subscribed,dhh
1244368314,2017-09-12 00:54:37,mentioned,dhh
1244368315,2017-09-12 00:54:37,subscribed,dhh
1227825207,2017-08-30 15:13:17,referenced,dhh
1227825208,2017-08-30 15:13:17,merged,dhh
1227825210,2017-08-30 15:13:17,closed,dhh
1227825303,2017-08-30 15:13:20,head_ref_deleted,dhh
1225052475,2017-08-29 07:14:25,mentioned,dhh
1225052476,2017-08-29 07:14:25,subscribed,dhh
1230928040,2017-09-01 08:10:23,mentioned,dhh
1230928041,2017-09-01 08:10:23,subscribed,dhh
1222936738,2017-08-27 22:54:57,closed,dhh
1222939278,2017-08-27 23:04:53,closed,dhh
1222939518,2017-08-27 23:05:53,referenced,dhh
1222939519,2017-08-27 23:05:53,merged,dhh
1222939521,2017-08-27 23:05:53,closed,dhh
1220272058,2017-08-24 18:36:23,closed,dhh
1221848174,2017-08-25 17:20:46,mentioned,dhh
1221848175,2017-08-25 17:20:46,subscribed,dhh
1221891804,2017-08-25 17:51:17,mentioned,dhh
1221891805,2017-08-25 17:51:17,subscribed,dhh
1219724144,2017-08-24 13:27:58,mentioned,dhh
1219724146,2017-08-24 13:27:58,subscribed,dhh
1222939520,2017-08-27 23:05:53,closed,dhh
1220329496,2017-08-24 19:13:02,referenced,dhh
1220329499,2017-08-24 19:13:02,merged,dhh
1220329507,2017-08-24 19:13:02,closed,dhh
1220329576,2017-08-24 19:13:05,head_ref_deleted,dhh
1216423911,2017-08-22 17:56:32,mentioned,dhh
1216423913,2017-08-22 17:56:32,subscribed,dhh
1218136882,2017-08-23 15:53:48,closed,dhh
1213733255,2017-08-21 08:40:34,mentioned,dhh
1213733256,2017-08-21 08:40:34,subscribed,dhh
1214564699,2017-08-21 17:43:04,mentioned,dhh
1214564700,2017-08-21 17:43:04,subscribed,dhh
1214622180,2017-08-21 18:27:10,closed,dhh
1213005397,2017-08-19 20:08:54,mentioned,dhh
1213005399,2017-08-19 20:08:54,subscribed,dhh
1212717741,2017-08-18 23:58:27,closed,dhh
1212971418,2017-08-19 17:40:09,mentioned,dhh
1212971419,2017-08-19 17:40:09,subscribed,dhh
1213227762,2017-08-20 15:52:15,mentioned,dhh
1213227763,2017-08-20 15:52:15,subscribed,dhh
1218162852,2017-08-23 16:07:17,mentioned,dhh
1218162853,2017-08-23 16:07:17,subscribed,dhh
1222939645,2017-08-27 23:06:32,closed,dhh
1214423755,2017-08-21 16:03:46,referenced,dhh
